r1_file	r2_file	status	read_pairs
./LBM02G05/LBM02G05_R1.fastq.gz	./LBM02G05/LBM02G05_R2.fastq.gz	OK	59289683
./LBM02G06/LBM02G06_R1.fastq.gz	./LBM02G06/LBM02G06_R2.fastq.gz	OK	46776822
./LBM02G07/LBM02G07_R1.fastq.gz	./LBM02G07/LBM02G07_R2.fastq.gz	OK	37765871
./LBM02G08/LBM02G08_R1.fastq.gz	./LBM02G08/LBM02G08_R2.fastq.gz	OK	73093692
./LBM02G09/LBM02G09_R1.fastq.gz	./LBM02G09/LBM02G09_R2.fastq.gz	OK	83248849
./LBM02G10/LBM02G10_R1.fastq.gz	./LBM02G10/LBM02G10_R2.fastq.gz	OK	28859598
./LBM02G11/LBM02G11_R1.fastq.gz	./LBM02G11/LBM02G11_R2.fastq.gz	OK	45700381
./LBM02G12/LBM02G12_R1.fastq.gz	./LBM02G12/LBM02G12_R2.fastq.gz	OK	27772429
./LBM02H02/LBM02H02_R1.fastq.gz	./LBM02H02/LBM02H02_R2.fastq.gz	OK	41893265
./LBM02H03/LBM02H03_R1.fastq.gz	./LBM02H03/LBM02H03_R2.fastq.gz	OK	50839575
./LBM02H04/LBM02H04_R1.fastq.gz	./LBM02H04/LBM02H04_R2.fastq.gz	OK	45714159
